"Comune";"Area_provenienza";"Paese_provenienza";"MeasuresLevel";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018"
"Murlo";"Altri Paesi Europei";"Russia";"Arrivi";"14.0";"15.0";"57.0";"61.0";"54.0";"80.0";"33.0";"33.0";"95.0";"117.0";"56.0";"60.0";"126.0";"437.0"
"Murlo";"Altri Paesi Europei";"Slovacchia";"Arrivi";"2.0";"4.0";"4.0";"9.0";"3.0";"17.0";"4.0";"7.0";"5.0";"5.0";"12.0";"9.0";"18.0";"26.0"
"Murlo";"Altri Paesi Europei";"Slovenia";"Arrivi";"40.0";"12.0";"33.0";"101.0";"69.0";"61.0";"95.0";"31.0";"30.0";"17.0";"66.0";"45.0";"77.0";"83.0"
"Murlo";"Altri Paesi Europei";"Svizzera";"Arrivi";"239.0";"249.0";"195.0";"127.0";"140.0";"120.0";"194.0";"248.0";"";"";"";"";"";""
"Murlo";"Altri Paesi Europei";"Svizzera (incluso Liechtenstein)";"Arrivi";"";"";"";"";"";"";"";"";"252.0";"188.0";"183.0";"134.0";"301.0";"353.0"
"Murlo";"Altri Paesi Europei";"Turchia";"Arrivi";"6.0";"33.0";"18.0";"6.0";"";"3.0";"8.0";"18.0";"5.0";"6.0";"5.0";"4.0";"59.0";"29.0"
"Murlo";"Altri Paesi Europei";"Ucraina";"Arrivi";"1.0";"1.0";"2.0";"4.0";"2.0";"1.0";"";"3.0";"5.0";"11.0";"";"4.0";"25.0";"56.0"
"Murlo";"Altri Paesi Europei";"Ungheria";"Arrivi";"26.0";"37.0";"30.0";"52.0";"31.0";"38.0";"44.0";"44.0";"53.0";"35.0";"90.0";"51.0";"102.0";"110.0"
"Murlo";"Altri Paesi Extraeuropei";"Non specificato";"Arrivi";"";"";"";"";"";"";"";"";"5.0";"";"24.0";"27.0";"130.0";"27.0"
"Murlo";"Altri Paesi Extraeuropei";"Paesi e territori non indicati";"Arrivi";"";"1310.0";"180.0";"175.0";"185.0";"68.0";"19.0";"18.0";"";"";"";"";"";""
"Murlo";"Paesi Africani";"Altri Paesi Africa Mediterranea";"Arrivi";"4.0";"4.0";"2.0";"3.0";"";"";"1.0";"1.0";"4.0";"4.0";"";"";"4.0";"3.0"
"Murlo";"Paesi Africani";"Altri Paesi dell'Africa";"Arrivi";"";"";"";"";"";"";"";"";"17.0";"8.0";"4.0";"";"5.0";"11.0"
"Murlo";"Paesi Africani";"Altri Paesi dell'Africa centrale e del sud";"Arrivi";"8.0";"8.0";"12.0";"14.0";"4.0";"2.0";"17.0";"16.0";"";"";"";"";"";""
"Murlo";"Paesi Africani";"Egitto";"Arrivi";"";"3.0";"";"";"";"4.0";"3.0";"8.0";"2.0";"";"";"";"7.0";"3.0"
"Murlo";"Paesi Africani";"Sud Africa";"Arrivi";"11.0";"7.0";"17.0";"6.0";"2.0";"12.0";"9.0";"14.0";"14.0";"9.0";"9.0";"10.0";"7.0";"24.0"
"Murlo";"Paesi Asiatici";"Altri Paesi Asia Occidentale";"Arrivi";"";"";"";"";"";"";"";"";"3.0";"10.0";"9.0";"5.0";"6.0";"16.0"
"Murlo";"Paesi Asiatici";"Altri Paesi Medio Oriente";"Arrivi";"38.0";"18.0";"30.0";"7.0";"1.0";"2.0";"4.0";"";"";"";"";"";"";""
"Murlo";"Paesi Asiatici";"Altri Paesi dell'Asia";"Arrivi";"";"";"";"";"";"";"";"";"66.0";"67.0";"68.0";"34.0";"81.0";"196.0"
"Murlo";"Paesi Asiatici";"Altri Paesi dell'Asia orientale";"Arrivi";"7.0";"12.0";"3.0";"9.0";"8.0";"14.0";"17.0";"19.0";"";"";"";"";"";""
"Murlo";"Paesi Asiatici";"Cina (incluso Hong Kong)";"Arrivi";"14.0";"35.0";"17.0";"5.0";"1.0";"48.0";"30.0";"105.0";"85.0";"42.0";"94.0";"81.0";"295.0";"817.0"
"Murlo";"Paesi Asiatici";"Corea del Sud";"Arrivi";"";"2.0";"1.0";"1.0";"2.0";"";"";"";"9.0";"2.0";"19.0";"30.0";"97.0";"106.0"
"Murlo";"Paesi Asiatici";"Giappone";"Arrivi";"25.0";"60.0";"62.0";"105.0";"53.0";"22.0";"12.0";"6.0";"19.0";"13.0";"17.0";"10.0";"15.0";"32.0"
"Murlo";"Paesi Asiatici";"India";"Arrivi";"1.0";"26.0";"3.0";"1.0";"3.0";"12.0";"12.0";"5.0";"25.0";"8.0";"1.0";"3.0";"15.0";"64.0"
"Murlo";"Paesi Asiatici";"Israele";"Arrivi";"47.0";"49.0";"41.0";"49.0";"74.0";"13.0";"22.0";"21.0";"36.0";"48.0";"90.0";"45.0";"96.0";"157.0"
"Murlo";"Paesi Asiatici";"Paesi dell'Asia centro-occidentale";"Arrivi";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";""
"Murlo";"Paesi dell'Oceania";"Altri Paesi o territori Oceania";"Arrivi";"";"";"1.0";"";"2.0";"";"";"";"";"3.0";"";"";"";"3.0"
"Murlo";"Paesi dell'Oceania";"Australia";"Arrivi";"39.0";"54.0";"57.0";"92.0";"30.0";"71.0";"70.0";"53.0";"61.0";"85.0";"85.0";"63.0";"90.0";"135.0"
"Murlo";"Paesi dell'Oceania";"Nuova Zelanda";"Arrivi";"2.0";"36.0";"38.0";"12.0";"12.0";"17.0";"12.0";"10.0";"10.0";"24.0";"27.0";"30.0";"29.0";"25.0"
"Murlo";"Paesi delle Americhe";"Altri Paesi America Centrale";"Arrivi";"";"5.0";"2.0";"1.0";"1.0";"2.0";"1.0";"";"";"";"";"";"";""
"Murlo";"Paesi delle Americhe";"Altri Paesi America Latina";"Arrivi";"8.0";"4.0";"7.0";"3.0";"2.0";"8.0";"28.0";"6.0";"";"";"";"";"";""
"Murlo";"Paesi delle Americhe";"Altri Paesi America Settentrionale";"Arrivi";"";"";"";"";"2.0";"";"3.0";"";"";"";"";"";"";""
"Murlo";"Paesi delle Americhe";"Altri Paesi Centro-Sud America";"Arrivi";"";"";"";"";"";"";"";"";"13.0";"19.0";"16.0";"12.0";"83.0";"69.0"
"Murlo";"Paesi delle Americhe";"Altri Paesi o territori Nord-Americani";"Arrivi";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";""
"Murlo";"Paesi delle Americhe";"Argentina";"Arrivi";"";"8.0";"7.0";"2.0";"3.0";"6.0";"32.0";"30.0";"18.0";"22.0";"7.0";"31.0";"35.0";"32.0"
"Murlo";"Paesi delle Americhe";"Brasile";"Arrivi";"10.0";"7.0";"26.0";"9.0";"13.0";"50.0";"36.0";"40.0";"73.0";"46.0";"128.0";"53.0";"114.0";"261.0"
"Murlo";"Paesi delle Americhe";"Canada";"Arrivi";"195.0";"141.0";"301.0";"156.0";"88.0";"135.0";"174.0";"137.0";"152.0";"142.0";"118.0";"127.0";"206.0";"266.0"
"Murlo";"Paesi delle Americhe";"Messico";"Arrivi";"";"4.0";"5.0";"11.0";"1.0";"11.0";"17.0";"17.0";"20.0";"13.0";"26.0";"3.0";"34.0";"60.0"
"Murlo";"Paesi delle Americhe";"Paese Americhe non indicato";"Arrivi";"";"";"5.0";"";"";"";"";"";"";"";"";"";"";""
"Murlo";"Paesi delle Americhe";"Stati Uniti d'America";"Arrivi";"416.0";"663.0";"755.0";"746.0";"409.0";"427.0";"467.0";"473.0";"437.0";"434.0";"527.0";"389.0";"1707.0";"2862.0"
"Murlo";"Paesi delle Americhe";"Venezuela";"Arrivi";"5.0";"1.0";"";"1.0";"1.0";"5.0";"";"";"2.0";"3.0";"1.0";"";"1.0";"6.0"
"Murlo";"Unione Europea";"Austria";"Arrivi";"141.0";"293.0";"213.0";"185.0";"192.0";"143.0";"132.0";"191.0";"123.0";"149.0";"152.0";"151.0";"235.0";"233.0"
"Murlo";"Unione Europea";"Belgio";"Arrivi";"208.0";"464.0";"531.0";"455.0";"531.0";"440.0";"396.0";"471.0";"551.0";"373.0";"393.0";"406.0";"501.0";"473.0"
"Murlo";"Unione Europea";"Bulgaria";"Arrivi";"";"5.0";"1.0";"3.0";"8.0";"3.0";"3.0";"11.0";"2.0";"91.0";"2.0";"36.0";"29.0";"41.0"
"Murlo";"Unione Europea";"Cipro";"Arrivi";"";"";"";"";"";"";"";"";"";"";"";"4.0";"2.0";"5.0"
"Murlo";"Unione Europea";"Croazia";"Arrivi";"38.0";"4.0";"22.0";"2.0";"8.0";"17.0";"11.0";"8.0";"29.0";"5.0";"5.0";"13.0";"17.0";"41.0"
"Murlo";"Unione Europea";"Danimarca";"Arrivi";"172.0";"96.0";"171.0";"153.0";"85.0";"151.0";"130.0";"94.0";"142.0";"121.0";"137.0";"160.0";"159.0";"184.0"
"Murlo";"Unione Europea";"Estonia";"Arrivi";"";"1.0";"";"";"16.0";"3.0";"16.0";"2.0";"2.0";"";"20.0";"36.0";"42.0";"20.0"
"Murlo";"Unione Europea";"Finlandia";"Arrivi";"6.0";"27.0";"81.0";"100.0";"71.0";"85.0";"78.0";"67.0";"11.0";"29.0";"46.0";"58.0";"34.0";"39.0"
"Murlo";"Unione Europea";"Francia";"Arrivi";"265.0";"404.0";"373.0";"516.0";"452.0";"436.0";"487.0";"563.0";"613.0";"593.0";"570.0";"357.0";"728.0";"729.0"
"Murlo";"Unione Europea";"Germania";"Arrivi";"1394.0";"1469.0";"1836.0";"1585.0";"1671.0";"1261.0";"1318.0";"1494.0";"1569.0";"1215.0";"1204.0";"953.0";"1485.0";"1431.0"
"Murlo";"Unione Europea";"Grecia";"Arrivi";"3.0";"12.0";"81.0";"72.0";"4.0";"10.0";"12.0";"24.0";"20.0";"25.0";"7.0";"30.0";"28.0";"43.0"
"Murlo";"Unione Europea";"Irlanda";"Arrivi";"72.0";"40.0";"65.0";"39.0";"52.0";"53.0";"25.0";"19.0";"35.0";"46.0";"39.0";"30.0";"63.0";"91.0"
"Murlo";"Unione Europea";"Lettonia";"Arrivi";"";"1.0";"";"";"";"";"28.0";"2.0";"1.0";"";"1.0";"13.0";"10.0";"11.0"
"Murlo";"Unione Europea";"Lituania";"Arrivi";"1.0";"14.0";"6.0";"4.0";"2.0";"4.0";"36.0";"4.0";"3.0";"2.0";"3.0";"10.0";"10.0";"58.0"
"Murlo";"Unione Europea";"Lussemburgo";"Arrivi";"6.0";"7.0";"14.0";"2.0";"15.0";"8.0";"18.0";"11.0";"53.0";"45.0";"60.0";"55.0";"52.0";"59.0"
"Murlo";"Unione Europea";"Malta";"Arrivi";"11.0";"4.0";"16.0";"2.0";"";"";"9.0";"";"2.0";"2.0";"2.0";"3.0";"4.0";"13.0"
"Murlo";"Unione Europea";"Paesi Bassi";"Arrivi";"961.0";"1257.0";"1184.0";"1125.0";"1019.0";"836.0";"1058.0";"724.0";"810.0";"454.0";"669.0";"445.0";"503.0";"822.0"
"Murlo";"Unione Europea";"Portogallo";"Arrivi";"8.0";"1.0";"3.0";"8.0";"11.0";"4.0";"7.0";"10.0";"4.0";"10.0";"10.0";"15.0";"23.0";"43.0"
"Murlo";"Unione Europea";"Regno Unito";"Arrivi";"389.0";"582.0";"463.0";"680.0";"270.0";"314.0";"238.0";"337.0";"284.0";"426.0";"260.0";"281.0";"477.0";"800.0"
"Murlo";"Unione Europea";"Romania";"Arrivi";"21.0";"42.0";"24.0";"24.0";"26.0";"16.0";"27.0";"12.0";"12.0";"15.0";"16.0";"24.0";"77.0";"76.0"
"Murlo";"Unione Europea";"Spagna";"Arrivi";"138.0";"62.0";"119.0";"208.0";"131.0";"91.0";"206.0";"145.0";"178.0";"127.0";"219.0";"149.0";"394.0";"570.0"
"Murlo";"Unione Europea";"Svezia";"Arrivi";"221.0";"144.0";"203.0";"114.0";"149.0";"200.0";"252.0";"156.0";"64.0";"50.0";"83.0";"103.0";"152.0";"425.0"
"Orbetello";"Italia";"Abruzzo";"Arrivi";"962.0";"1104.0";"1303.0";"1052.0";"1044.0";"1214.0";"1080.0";"993.0";"906.0";"993.0";"1088.0";"1042.0";"1116.0";"1240.0"
"Orbetello";"Italia";"Basilicata";"Arrivi";"227.0";"243.0";"138.0";"190.0";"173.0";"299.0";"280.0";"251.0";"338.0";"283.0";"299.0";"285.0";"248.0";"296.0"
"Orbetello";"Italia";"Bolzano-Bozen";"Arrivi";"297.0";"210.0";"322.0";"279.0";"197.0";"315.0";"353.0";"372.0";"524.0";"623.0";"769.0";"705.0";"831.0";"808.0"
"Orbetello";"Italia";"Calabria";"Arrivi";"500.0";"519.0";"574.0";"476.0";"512.0";"468.0";"632.0";"522.0";"528.0";"494.0";"602.0";"646.0";"643.0";"730.0"
"Orbetello";"Italia";"Campania";"Arrivi";"2827.0";"3402.0";"4146.0";"3665.0";"3671.0";"3620.0";"3687.0";"3376.0";"3145.0";"3535.0";"3566.0";"3055.0";"3935.0";"3802.0"
"Orbetello";"Italia";"Emilia-Romagna";"Arrivi";"11152.0";"11142.0";"11510.0";"11525.0";"10154.0";"9604.0";"10249.0";"9048.0";"9864.0";"9975.0";"11056.0";"9873.0";"9518.0";"10233.0"
"Orbetello";"Italia";"Friuli-V. Giulia";"Arrivi";"860.0";"698.0";"840.0";"742.0";"800.0";"618.0";"678.0";"515.0";"582.0";"1282.0";"751.0";"654.0";"575.0";"653.0"
"Orbetello";"Italia";"Lazio";"Arrivi";"36292.0";"39174.0";"42410.0";"40368.0";"43232.0";"40371.0";"43108.0";"42649.0";"40558.0";"40993.0";"48540.0";"41936.0";"44819.0";"48516.0"
"Orbetello";"Italia";"Liguria";"Arrivi";"3195.0";"3320.0";"3327.0";"3027.0";"2807.0";"2697.0";"3290.0";"3212.0";"3003.0";"3912.0";"3259.0";"3131.0";"3262.0";"3345.0"
"Orbetello";"Italia";"Lombardia";"Arrivi";"17246.0";"19896.0";"20652.0";"18279.0";"19258.0";"19203.0";"19566.0";"19058.0";"19779.0";"20523.0";"21280.0";"19237.0";"20836.0";"22039.0"
"Orbetello";"Italia";"Marche";"Arrivi";"1731.0";"1845.0";"1961.0";"1890.0";"1826.0";"1622.0";"1982.0";"1461.0";"1562.0";"2234.0";"1834.0";"2055.0";"1835.0";"2439.0"
"Orbetello";"Italia";"Molise";"Arrivi";"218.0";"242.0";"187.0";"161.0";"164.0";"157.0";"142.0";"149.0";"185.0";"258.0";"285.0";"191.0";"215.0";"242.0"
"Orbetello";"Italia";"Piemonte";"Arrivi";"12626.0";"13417.0";"11127.0";"11182.0";"11983.0";"11875.0";"10431.0";"9401.0";"8776.0";"8442.0";"8987.0";"8189.0";"18175.0";"9149.0"
"Orbetello";"Italia";"Puglia";"Arrivi";"1084.0";"1327.0";"1294.0";"1358.0";"1235.0";"1139.0";"1206.0";"1115.0";"1086.0";"1301.0";"1131.0";"1032.0";"1169.0";"1294.0"
"Orbetello";"Italia";"Regione italiana non indicata";"Arrivi";"717.0";"1693.0";"118.0";"339.0";"639.0";"404.0";"319.0";"132.0";"302.0";"714.0";"1.0";"2.0";"";"4.0"
"Orbetello";"Italia";"Sardegna";"Arrivi";"250.0";"266.0";"270.0";"263.0";"267.0";"224.0";"273.0";"177.0";"197.0";"449.0";"236.0";"255.0";"301.0";"312.0"
"Orbetello";"Italia";"Sicilia";"Arrivi";"738.0";"879.0";"875.0";"716.0";"753.0";"764.0";"819.0";"805.0";"752.0";"693.0";"772.0";"787.0";"914.0";"1122.0"
"Orbetello";"Italia";"Toscana";"Arrivi";"54465.0";"55708.0";"54849.0";"51826.0";"55498.0";"50953.0";"52619.0";"53355.0";"51305.0";"53322.0";"57791.0";"50175.0";"46297.0";"52249.0"
"Orbetello";"Italia";"Trento";"Arrivi";"1172.0";"1326.0";"1249.0";"1073.0";"1333.0";"1136.0";"1241.0";"1320.0";"1291.0";"1293.0";"1356.0";"1431.0";"1402.0";"1493.0"
"Orbetello";"Italia";"Umbria";"Arrivi";"8455.0";"8444.0";"8526.0";"8080.0";"8760.0";"8355.0";"9058.0";"8797.0";"8479.0";"8344.0";"9248.0";"8578.0";"7921.0";"8657.0"
"Orbetello";"Italia";"Valle d'Aosta";"Arrivi";"182.0";"277.0";"222.0";"227.0";"248.0";"163.0";"209.0";"206.0";"214.0";"222.0";"215.0";"215.0";"233.0";"238.0"
"Orbetello";"Italia";"Veneto";"Arrivi";"6076.0";"6527.0";"6705.0";"5702.0";"5771.0";"5369.0";"6246.0";"5963.0";"6180.0";"6092.0";"7011.0";"6692.0";"6314.0";"6813.0"
"Orbetello";"Altri Paesi Europei";"Albania";"Arrivi";"";"";"22.0";"39.0";"12.0";"26.0";"27.0";"64.0";"";"";"";"";"";""
"Orbetello";"Altri Paesi Europei";"Altri Paesi Europei";"Arrivi";"625.0";"517.0";"766.0";"630.0";"556.0";"560.0";"992.0";"567.0";"590.0";"412.0";"540.0";"424.0";"456.0";"413.0"
"Orbetello";"Altri Paesi Europei";"Bielorussia";"Arrivi";"";"";"";"5.0";"";"3.0";"5.0";"10.0";"";"";"";"";"";""
"Orbetello";"Altri Paesi Europei";"Bosnia-Erzegovina";"Arrivi";"";"";"1.0";"2.0";"";"1.0";"1.0";"2.0";"";"";"";"";"";""
"Orbetello";"Altri Paesi Europei";"Islanda";"Arrivi";"5.0";"6.0";"17.0";"";"1.0";"1.0";"7.0";"3.0";"22.0";"8.0";"9.0";"12.0";"16.0";"19.0"
"Orbetello";"Altri Paesi Europei";"Iugoslavia";"Arrivi";"11.0";"";"12.0";"18.0";"4.0";"2.0";"3.0";"5.0";"";"";"";"";"";""
"Orbetello";"Altri Paesi Europei";"Macedonia";"Arrivi";"1.0";"";"8.0";"7.0";"2.0";"1.0";"";"2.0";"";"";"";"";"";""
"Orbetello";"Altri Paesi Europei";"Norvegia";"Arrivi";"246.0";"216.0";"301.0";"292.0";"217.0";"197.0";"287.0";"294.0";"295.0";"387.0";"321.0";"336.0";"264.0";"220.0"
"Orbetello";"Altri Paesi Europei";"Paese europeo non indicato";"Arrivi";"";"3.0";"7.0";"";"";"";"";"";"";"";"";"";"";""
"Orbetello";"Altri Paesi Europei";"Polonia";"Arrivi";"457.0";"512.0";"406.0";"601.0";"633.0";"679.0";"814.0";"734.0";"1015.0";"894.0";"872.0";"927.0";"954.0";"1068.0"
"Orbetello";"Altri Paesi Europei";"Repubblica Ceca";"Arrivi";"206.0";"295.0";"323.0";"283.0";"326.0";"444.0";"415.0";"605.0";"701.0";"748.0";"983.0";"1065.0";"1104.0";"1114.0"
"Orbetello";"Altri Paesi Europei";"Repubblica di Moldova";"Arrivi";"";"";"8.0";"15.0";"9.0";"30.0";"45.0";"14.0";"";"";"";"";"";""
"Orbetello";"Altri Paesi Europei";"Russia";"Arrivi";"104.0";"114.0";"157.0";"216.0";"247.0";"260.0";"401.0";"609.0";"754.0";"806.0";"470.0";"478.0";"567.0";"562.0"
"Orbetello";"Altri Paesi Europei";"Slovacchia";"Arrivi";"51.0";"26.0";"34.0";"36.0";"50.0";"36.0";"40.0";"102.0";"53.0";"83.0";"112.0";"142.0";"131.0";"126.0"
"Orbetello";"Altri Paesi Europei";"Slovenia";"Arrivi";"";"";"33.0";"107.0";"57.0";"63.0";"54.0";"88.0";"112.0";"70.0";"145.0";"93.0";"189.0";"210.0"
"Orbetello";"Altri Paesi Europei";"Svizzera";"Arrivi";"2668.0";"3235.0";"1821.0";"1342.0";"1553.0";"1544.0";"1791.0";"2026.0";"";"";"";"";"";""
"Orbetello";"Altri Paesi Europei";"Svizzera (incluso Liechtenstein)";"Arrivi";"";"";"";"";"";"";"";"";"2919.0";"2470.0";"2800.0";"2619.0";"2479.0";"2516.0"
"Orbetello";"Altri Paesi Europei";"Turchia";"Arrivi";"16.0";"32.0";"12.0";"37.0";"17.0";"11.0";"27.0";"20.0";"40.0";"38.0";"37.0";"74.0";"32.0";"36.0"
"Orbetello";"Altri Paesi Europei";"Ucraina";"Arrivi";"23.0";"47.0";"31.0";"30.0";"16.0";"28.0";"26.0";"49.0";"79.0";"91.0";"91.0";"113.0";"161.0";"183.0"
"Orbetello";"Altri Paesi Europei";"Ungheria";"Arrivi";"105.0";"82.0";"89.0";"87.0";"135.0";"108.0";"157.0";"150.0";"177.0";"190.0";"167.0";"238.0";"220.0";"202.0"
"Orbetello";"Altri Paesi Extraeuropei";"Non specificato";"Arrivi";"";"";"";"";"";"";"";"";"139.0";"76.0";"79.0";"56.0";"75.0";"85.0"
"Orbetello";"Altri Paesi Extraeuropei";"Paesi e territori non indicati";"Arrivi";"318.0";"287.0";"975.0";"886.0";"1737.0";"617.0";"414.0";"781.0";"";"";"";"";"";""
"Orbetello";"Paesi Africani";"Altri Paesi Africa Mediterranea";"Arrivi";"64.0";"34.0";"28.0";"9.0";"9.0";"7.0";"21.0";"26.0";"35.0";"37.0";"47.0";"80.0";"81.0";"47.0"
"Orbetello";"Paesi Africani";"Altri Paesi dell'Africa";"Arrivi";"";"";"";"";"";"";"";"";"134.0";"130.0";"179.0";"105.0";"139.0";"135.0"
"Orbetello";"Paesi Africani";"Altri Paesi dell'Africa centrale e del sud";"Arrivi";"154.0";"242.0";"246.0";"238.0";"165.0";"99.0";"141.0";"117.0";"";"";"";"";"";""
"Orbetello";"Paesi Africani";"Egitto";"Arrivi";"11.0";"5.0";"13.0";"15.0";"29.0";"32.0";"6.0";"15.0";"11.0";"18.0";"12.0";"13.0";"13.0";"12.0"
"Orbetello";"Paesi Africani";"Paese dell'Africa non indicato";"Arrivi";"22.0";"18.0";"8.0";"";"";"";"";"";"";"";"";"";"";""
"Orbetello";"Paesi Africani";"Sud Africa";"Arrivi";"12.0";"15.0";"13.0";"14.0";"18.0";"14.0";"59.0";"38.0";"30.0";"46.0";"27.0";"62.0";"42.0";"29.0"
"Orbetello";"Paesi Asiatici";"Altri Paesi Asia Occidentale";"Arrivi";"";"";"";"";"";"";"";"";"80.0";"72.0";"105.0";"115.0";"130.0";"104.0"
"Orbetello";"Paesi Asiatici";"Altri Paesi Medio Oriente";"Arrivi";"12.0";"26.0";"17.0";"10.0";"23.0";"17.0";"40.0";"28.0";"";"";"";"";"";""
"Orbetello";"Paesi Asiatici";"Altri Paesi dell'Asia";"Arrivi";"";"";"";"";"";"";"";"";"87.0";"93.0";"123.0";"118.0";"132.0";"150.0"
"Orbetello";"Paesi Asiatici";"Altri Paesi dell'Asia orientale";"Arrivi";"18.0";"5.0";"4.0";"56.0";"67.0";"39.0";"88.0";"69.0";"";"";"";"";"";""
"Orbetello";"Paesi Asiatici";"Cina (incluso Hong Kong)";"Arrivi";"18.0";"20.0";"29.0";"14.0";"31.0";"16.0";"45.0";"21.0";"51.0";"107.0";"84.0";"61.0";"71.0";"67.0"
"Orbetello";"Paesi Asiatici";"Corea del Sud";"Arrivi";"5.0";"16.0";"2.0";"13.0";"20.0";"9.0";"8.0";"13.0";"15.0";"10.0";"31.0";"14.0";"17.0";"19.0"
"Orbetello";"Paesi Asiatici";"Giappone";"Arrivi";"52.0";"49.0";"32.0";"50.0";"33.0";"46.0";"86.0";"59.0";"45.0";"32.0";"107.0";"57.0";"69.0";"85.0"
"Orbetello";"Paesi Asiatici";"India";"Arrivi";"3.0";"3.0";"8.0";"6.0";"5.0";"18.0";"";"13.0";"66.0";"6.0";"15.0";"18.0";"42.0";"23.0"
"Orbetello";"Paesi Asiatici";"Israele";"Arrivi";"48.0";"20.0";"46.0";"46.0";"77.0";"54.0";"69.0";"46.0";"81.0";"147.0";"106.0";"122.0";"103.0";"95.0"
"Orbetello";"Paesi Asiatici";"Paese dell'Asia non indicato";"Arrivi";"13.0";"11.0";"8.0";"";"";"";"";"";"";"";"";"";"";""
"Orbetello";"Paesi Asiatici";"Paesi dell'Asia centro-occidentale";"Arrivi";"230.0";"193.0";"69.0";"1.0";"";"";"5.0";"3.0";"";"";"";"";"";""
"Orbetello";"Paesi dell'Oceania";"Altri Paesi o territori Oceania";"Arrivi";"";"2.0";"7.0";"3.0";"3.0";"";"";"";"14.0";"20.0";"22.0";"11.0";"38.0";"18.0"
"Orbetello";"Paesi dell'Oceania";"Australia";"Arrivi";"159.0";"140.0";"161.0";"164.0";"163.0";"91.0";"225.0";"259.0";"227.0";"237.0";"175.0";"196.0";"244.0";"160.0"
"Orbetello";"Paesi dell'Oceania";"Nuova Zelanda";"Arrivi";"39.0";"50.0";"52.0";"37.0";"38.0";"45.0";"45.0";"22.0";"43.0";"69.0";"37.0";"45.0";"59.0";"39.0"
"Orbetello";"Paesi delle Americhe";"Altri Paesi America Centrale";"Arrivi";"7.0";"10.0";"19.0";"111.0";"49.0";"46.0";"71.0";"88.0";"";"";"";"";"";""
"Orbetello";"Paesi delle Americhe";"Altri Paesi America Latina";"Arrivi";"102.0";"106.0";"71.0";"24.0";"46.0";"41.0";"94.0";"72.0";"";"";"";"";"";""
"Orbetello";"Paesi delle Americhe";"Altri Paesi America Settentrionale";"Arrivi";"62.0";"7.0";"";"";"7.0";"59.0";"3.0";"8.0";"";"";"";"";"";""
"Orbetello";"Paesi delle Americhe";"Altri Paesi Centro-Sud America";"Arrivi";"";"";"";"";"";"";"";"";"153.0";"183.0";"182.0";"208.0";"206.0";"220.0"
"Orbetello";"Paesi delle Americhe";"Altri Paesi o territori Nord-Americani";"Arrivi";"";"";"";"";"";"";"";"";"10.0";"2.0";"3.0";"";"4.0";"1.0"
"Orbetello";"Paesi delle Americhe";"Argentina";"Arrivi";"80.0";"104.0";"104.0";"84.0";"66.0";"91.0";"129.0";"136.0";"166.0";"188.0";"221.0";"204.0";"202.0";"195.0"
"Orbetello";"Paesi delle Americhe";"Brasile";"Arrivi";"99.0";"90.0";"123.0";"139.0";"112.0";"79.0";"152.0";"181.0";"177.0";"155.0";"232.0";"183.0";"208.0";"203.0"
"Orbetello";"Paesi delle Americhe";"Canada";"Arrivi";"195.0";"190.0";"247.0";"228.0";"199.0";"255.0";"286.0";"226.0";"307.0";"293.0";"289.0";"277.0";"248.0";"248.0"
"Orbetello";"Paesi delle Americhe";"Messico";"Arrivi";"40.0";"22.0";"26.0";"8.0";"25.0";"11.0";"28.0";"22.0";"20.0";"31.0";"12.0";"32.0";"58.0";"23.0"
"Orbetello";"Paesi delle Americhe";"Paese Americhe non indicato";"Arrivi";"7.0";"4.0";"";"4.0";"6.0";"2.0";"2.0";"4.0";"";"";"";"";"";""
"Orbetello";"Paesi delle Americhe";"Stati Uniti d'America";"Arrivi";"1474.0";"1476.0";"1216.0";"775.0";"722.0";"768.0";"834.0";"798.0";"1314.0";"1428.0";"1547.0";"1541.0";"1017.0";"1054.0"
"Orbetello";"Paesi delle Americhe";"Venezuela";"Arrivi";"14.0";"7.0";"26.0";"33.0";"23.0";"26.0";"28.0";"15.0";"24.0";"69.0";"17.0";"20.0";"23.0";"27.0"
"Orbetello";"Unione Europea";"Austria";"Arrivi";"818.0";"819.0";"877.0";"643.0";"775.0";"737.0";"971.0";"897.0";"1165.0";"1194.0";"1131.0";"1300.0";"1194.0";"1038.0"
"Orbetello";"Unione Europea";"Belgio";"Arrivi";"394.0";"358.0";"463.0";"381.0";"384.0";"487.0";"449.0";"580.0";"657.0";"543.0";"537.0";"568.0";"407.0";"557.0"
"Orbetello";"Unione Europea";"Bulgaria";"Arrivi";"16.0";"13.0";"13.0";"6.0";"11.0";"6.0";"15.0";"14.0";"16.0";"27.0";"57.0";"42.0";"33.0";"29.0"
"Orbetello";"Unione Europea";"Cipro";"Arrivi";"3.0";"1.0";"2.0";"2.0";"";"";"";"4.0";"2.0";"";"4.0";"16.0";"2.0";"8.0"
"Orbetello";"Unione Europea";"Croazia";"Arrivi";"";"";"8.0";"13.0";"15.0";"11.0";"10.0";"16.0";"10.0";"18.0";"22.0";"30.0";"14.0";"35.0"
"Orbetello";"Unione Europea";"Danimarca";"Arrivi";"402.0";"491.0";"431.0";"389.0";"369.0";"253.0";"328.0";"506.0";"502.0";"472.0";"457.0";"423.0";"421.0";"401.0"
